연번,시도명,시군구명,시설유형,시설종류,시설명,도로명주소,위도,경도,전화번호,데이터기준일자,
154.0,서울특별시,마포구,노인여가복지시설,경로당,백합경로당,서울특별시 마포구 월드컵로 215,37.5655028236303,126.900372323938,02-305-8157,2024-11-22,
155.0,서울특별시,마포구,노인여가복지시설,경로당,중동계룡(아)경로당,서울특별시 마포구 월드컵북로38가길 20,37.5707371611924,126.906125344052,02-302-9404,2024-11-22,
156.0,서울특별시,마포구,노인여가복지시설,경로당,간데마을경로당,서울특별시 마포구 성암로9길 14,37.5730015689882,126.903511190633,02-309-2717,2024-11-22,
157.0,서울특별시,마포구,노인여가복지시설,경로당,성산2차현대(아)경로당,서울특별시 마포구 성암로7길 3,37.5703233290944,126.90911989459,02-6394-7634,2024-11-22,
158.0,서울특별시,마포구,노인여가복지시설,경로당,성사1차풍림(아)경로당,서울특별시 마포구 성암로1길 8,37.5685065954288,126.912417787779,02-375-1453,2024-11-22,
159.0,서울특별시,마포구,노인여가복지시설,경로당,건영월드컵(아)경로당,서울특별시 마포구 성암로41,37.5683111526299,126.911741438281,02-302-9980,2024-11-22,
160.0,서울특별시,마포구,노인여가복지시설,경로당,마포중동현대(아)경로당,서울특별시 마포구 성암로 91,37.5713183541305,126.906614944874,02-6358-6356,2024-11-22,
161.0,서울특별시,마포구,노인여가복지시설,경로당,동원월드타운(아)경로당,서울특별시 마포구 성암로5길 12,37.5702189792161,126.909528937657,02-302-4412,2024-11-22,
162.0,서울특별시,마포구,노인여가복지시설,경로당,성산2차e-편한세상(아)경로당,서울특별시 마포구 월드컵북로216,37.5698533187707,126.905062852431,02-372-1435,2024-11-22,
163.0,서울특별시,마포구,노인여가복지시설,경로당,성산월드타운대림(아)경로당,서울특별시 마포구 월드컵북로30길 9-22,37.5691137198405,126.907903644277,02-302-7870,2024-11-22,
164.0,서울특별시,마포구,노인여가복지시설,경로당,월드컵참누리(아)경로당,서울특별시 마포구 월드컵북로38길 53,37.5723195147719,126.904777742238,02-373-8933,2024-11-22,
165.0,서울특별시,마포구,노인여가복지시설,경로당,월드컵아이파크(아)경로당,서울특별시 마포구 모래내로9길 6,37.5671811900063,126.914282134239,02-373-6108,2024-11-22,
166.0,서울특별시,마포구,노인여가복지시설,경로당,월드컵아이파크(아)106동경로당,서울특별시 마포구 모래내로9길 3,37.5667938604612,126.913314266327,02-306-0770,2024-11-22,
167.0,서울특별시,마포구,노인여가복지시설,경로당,가좌행복경로당,서울특별시 마포구 성암로 28,37.5691544698574,126.913302653019,02-304-9992,2024-11-22,
168.0,서울특별시,마포구,노인여가복지시설,경로당,상암경로문화센터,서울특별시 마포구 월드컵북로50길 7-5,37.5770960649458,126.893284865912,02-304-6330,2024-11-22,
169.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크1단지(아)경로당,서울특별시 마포구 월드컵북로47길 8,37.5747539128341,126.893342128998,02-6382-6942,2024-11-22,
170.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크2단지(아)경로당,서울특별시 마포구 월드컵북로47길 46,37.5749092643466,126.890690771291,02-374-3805,2024-11-22,
171.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크3단지(아)경로당,서울특별시 마포구 매봉산로 8,37.5764862967001,126.891674974739,02-302-6442,2024-11-22,
172.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크4단지(아)경로당,서울특별시 마포구 상암산로1길 24,37.5776627208222,126.889336714255,02-307-1835,2024-11-22,
173.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크5단지(아)경로당,서울특별시 마포구 상삼산로1길 52,37.5507867731167,126.930590062096,02-303-1353,2024-11-22,
174.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크6단지(아)경로당,서울특별시 마포구 상암산로1길 57,37.5802815784526,126.882312441768,02-302-0762,2024-11-22,
175.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크7단지(아)경로당,서울특별시 마포구 상암산로1길 92,37.5827573541113,126.882094321632,02-309-1600,2024-11-22,
176.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크8단지(아)경로당,서울특별시 마포구 월드컵로 42길 12,37.5780054986888,126.882686061768,02-6403-8977,2024-11-22,
177.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크9단지(아)경로당,서울특별시 마포구 월드컵북로501,37.5848015403192,126.878168930789,02-302-7818,2024-11-22,
178.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크10단지(아)경로당,서울특별시 마포구 월드컵북로502-36,37.5863152842918,126.881973242243,02-302-0102,2024-11-22,
179.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크11단지(아)경로당,서울특별시 마포구 월드컵북로502-37,37.5877599435948,126.882291340901,02-375-0600,2024-11-22,
180.0,서울특별시,마포구,노인여가복지시설,경로당,상암월드컵파크12단지(아)경로당,서울특별시 마포구 월드컵북로502-7,37.5868259133587,126.880708808507,02-0000-0000,2024-11-22,
181.0,서울특별시,마포구,노인여가복지시설,경로당,상암휴먼시아1단지(아)경로당,서울특별시 마포구 월드컵북로43길 11,37.5746679307985,126.89570943485,02-375-1630,2024-11-22,
182.0,서울특별시,마포구,노인여가복지시설,경로당,상암휴먼시아2단지(아)경로당,서울특별시 마포구 월드컵북로42가길 11,37.574748535415,126.897587491466,02-308-4530,2024-11-22,
183.0,서울특별시,마포구,노인여가복지시설,경로당,상암카이저팰리스클래식경로당,서울특별시 마포구 월드컵북로 47길 37,37.5735268362954,126.890281071651,02-302-0638,2024-11-22,
184.0,서울특별시,마포구,노인여가복지시설,경로당,신촌그랑자이경로당,서울특별시 마포구 대흥로 175,37.5557056119973,126.94352414237,02-0000-0000,2024-11-22,
185.0,서울특별시,마포구,노인여가복지시설,경로당,신촌숲아이파크경로당,서울특별시 마포구 광성로 17,37.5502546039908,126.935520587713,02-0000-0000,2024-11-22,
186.0,서울특별시,마포구,노인여가복지시설,경로당,리베뉴밤섬리베뉴2차(아)경로당,서울특별시 마포구 독막로20나길21,37.5468255254998,126.926980018258,02-0000-0000,2024-11-22,
187.0,서울특별시,마포구,노인여가복지시설,경로당,마포자이더센트리지 경로당,서울특별시 마포구 숭문길 98,,,02-0000-0000,2024-11-22,
